
;; (time (lisa-user::run-mab 500))

Evaluation took:
  3.297 seconds of real time
  1.777990 seconds of total run time (1.749742 user, 0.028248 system)
  [ Real times consist of 0.082 seconds GC time, and 3.215 seconds non-GC time. ]
  [ Run times consist of 0.082 seconds GC time, and 1.696 seconds non-GC time. ]
  53.93% CPU
  314 lambdas converted
  2,348,043,312 bytes consed

;; SBCL's deterministic profiler results (500 iterations) on MacOS with Apple
;; silicon (ARM64 M2 Pro):

measuring PROFILE overhead..done
  seconds  |     gc     |     consed     |    calls   |  sec/call  |  name  
 LISA::GET-ALL-ACTIVATIONS LISA::GET-FACT-LIST LISA::GET-RULE-LIST
 LISA::GET-SLOT-VALUES LISA::GET-SUPERCLASSES LISA:HALT
 LISA::HAS-SUPERCLASS LISA::IMPORT-CLASS-SPECIFICATION LISA::INACTIVE-P
 LISA::INCREMENT-USE-COUNT LISA::INITIAL-CONTEXT-P
 LISA::INITIALIZE-FACT-FROM-INSTANCE LISA::INTRA-PATTERN-BINDINGS-P
 LISA::INTRA-PATTERN-SLOT-P LISA::JOIN-NODE-ADD-TEST
 (SETF LISA::JOIN-NODE-SUCCESSOR) (SETF LISA::JOIN-NODE-TESTS)
 LISA::JOIN-NODE-TESTS LISA::LEAF-NODE LISA::LEFT-INPUT
 LISA::LEFT-MEMORY-COUNT LISA::LIST-ACTIVATIONS LISA::LOCATION
 LISA:LOGGER-ADD-FILE-APPENDER LISA::LOGICAL-BLOCK-MARKER
 LISA::LOGICAL-ELEMENT-P LISA::LOGICAL-PATTERN-P LISA::LOOKUP-ACTIVATION
 LISA::LOOKUP-ACTIVATIONS LISA::MAKE-BEHAVIOR LISA::MAKE-BINDING
 LISA::MAKE-BINDING-SET LISA::MAKE-BREADTH-FIRST-STRATEGY
 LISA::MAKE-CLASS-TEST LISA::MAKE-CONTEXT
 LISA::MAKE-DEFAULT-INFERENCE-ENGINE LISA::MAKE-DEFFACTS
 LISA::MAKE-DEPENDENCY-SET LISA::MAKE-DEPTH-FIRST-STRATEGY
 LISA::MAKE-FACT-FROM-INSTANCE LISA:MAKE-INFERENCE-ENGINE
 LISA::MAKE-INTER-PATTERN-TEST LISA::MAKE-INTRA-PATTERN-CONSTRAINT-TEST
 LISA::MAKE-INTRA-PATTERN-NODE LISA::MAKE-INTRA-PATTERN-PREDICATE
 LISA::MAKE-INTRA-PATTERN-TEST LISA::MAKE-JOIN-NODE
 LISA::MAKE-LEFT-JOIN-CONNECTION LISA::MAKE-NODE-PAIR LISA::MAKE-NODE1
 LISA::MAKE-NODE2 LISA::MAKE-NODE2-EXISTS LISA::MAKE-NODE2-NOT
 LISA::MAKE-NODE2-TEST LISA::MAKE-PARSED-PATTERN LISA::MAKE-PATTERN-SLOT
 LISA::MAKE-PREDICATE-TEST LISA::MAKE-QUERY-ENGINE LISA::MAKE-RETE
 LISA::MAKE-RETE-NETWORK LISA::MAKE-RIGHT-JOIN-CONNECTION
 LISA::MAKE-ROOT-NODE LISA::MAKE-RULE LISA::MAKE-RULE-ACTIONS
 LISA::MAKE-SIMPLE-SLOT-TEST LISA::MAKE-SIMPLE-SLOT-TEST-AUX
 LISA::MAKE-SUCCESSOR LISA::MAKE-TERMINAL-NODE
 LISA::MARK-AS-LOGICAL-BLOCK LISA::MARK-CLOS-INSTANCE-AS-CHANGED
 LISA:MARK-INSTANCE-AS-CHANGED LISA::MERGE-NETWORKS
 LISA::MERGE-RULE-INTO-NETWORK LISA::NEGATED-PATTERN-P
 LISA::NEGATED-SLOT-P LISA::NODE-PAIR-CHILD LISA::NODE-PAIR-PARENT
 LISA::NODE-REFERENCED-P LISA::NODE-TEST-CACHE LISA::NODE-USE-COUNT
 LISA::PARSE-AND-INSERT-DEFFACTS LISA::PARSE-AND-INSERT-INSTANCE
 LISA::PARSE-AND-RETRACT-INSTANCE LISA::PARSE-EXISTS-PATTERN
 LISA::PARSE-GENERIC-PATTERN LISA::PARSE-NOT-PATTERN
 LISA::PARSE-ONE-SLOT LISA::PARSE-ONE-SLOT-CONSTRAINT
 LISA::PARSE-RULE-BODY LISA::PARSE-TEST-PATTERN
 (SETF LISA::PARSED-PATTERN-ADDRESS) LISA::PARSED-PATTERN-ADDRESS
 (SETF LISA::PARSED-PATTERN-BINDING-SET)
 LISA::PARSED-PATTERN-BINDING-SET (SETF LISA::PARSED-PATTERN-CLASS)
 LISA::PARSED-PATTERN-CLASS (SETF LISA::PARSED-PATTERN-LOGICAL)
 LISA::PARSED-PATTERN-LOGICAL LISA::PARSED-PATTERN-P
 (SETF LISA::PARSED-PATTERN-PATTERN-BINDING)
 LISA::PARSED-PATTERN-PATTERN-BINDING (SETF LISA::PARSED-PATTERN-SLOTS)
 LISA::PARSED-PATTERN-SLOTS (SETF LISA::PARSED-PATTERN-SUB-PATTERNS)
 LISA::PARSED-PATTERN-SUB-PATTERNS
 (SETF LISA::PARSED-PATTERN-TEST-BINDINGS)
